Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ADI,ANSS,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,AXON,BKR,BALL,BAC,BAX,BDX,BBY,TECH,BIIB,BLK,BX,BK,BA,BKNG,BWA,BSX,BMY,AVGO,BR,BRO,BLDR,BG,BXP,CHRW,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,COR,CNC,CNP,CF,CRL,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CAG,COP,ED,STZ,CEG,COO,CPRT,GLW,CPAY,CTVA,CSGP,COST,CTRA,CRWD,CCI,CSX,CMI,CVS,DHR,DRI,DVA,DAY,DECK,DE,DELL,DAL,DVN,DXCM,FANG,DLR,DFS,DG,DLTR,D,DPZ,DOV,DOW,DHI,DTE,DUK,DD,EMN,ETN,EBAY,ECL,EIX,EW,EA,ELV,EMR,ENPH,ETR,EOG,EPAM,EQT,EFX,EQIX,EQR,ERIE,ESS,EL,EG,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FDS,FICO,FAST,FRT,FDX,FIS,FITB,FSLR,FE,FI,FMC,F,FTNT,FTV,FOXA,FOX,BEN,FCX,GRMN,IT,GE,GEN,GNRC,GD,GIS,GM,GPC,GILD,GPN,GL,GDDY,GS,HAL,HIG,HAS,HCA,DOC,HSIC,HSY,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUBB,HUM,HBAN,HII,IBM,IEX,IDXX,ITW,INCY,IR,PODD,INTC,ICE,IFF,IP,IPG,INTU,ISRG,IVZ,INVH,IQV,IRM,JBHT,JBL,JKHY,J,JNJ,JCI,JPM,JNPR,K,KDP,KEY,KEYS,KMB,KIM,KMI,KKR,KLAC,KHC,KR,LHX,LH,LRCX,LW,LVS,LDOS,LEN,LLY,LIN,LYV,LKQ,LMT,L,LOW,LULU,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MTCH,MKC,MCD,MCK,MDT,MRK,META,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MRNA,MHK,MOH,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX,NEM,NWSA,NWS,NEE,NKE,NI,NDSN,NSC,NTRS,NOC,NCLH,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,ON,OKE,ORCL,OTIS,PCAR,PKG,PLTR,PANW,PARA,PH,PAYX,PAYC,PYPL,PNR,PEP,PFE,PCG,PM,PSX,PNW,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PTC,PSA,PHM,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RVTY,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SRE,NOW,SHW,SPG,SWKS,SJM,SNA,SO,LUV,SWK,SBUX,STT,STLD,STE,SYK,SMCI,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TRGP,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,TMO,TJX,TSCO,TT,TDG,TRV,TRMB,TFC,TYL,TSN,USB,UBER,UDR,ULTA,UNP,UAL,UPS,URI,UNH,UHS,VLO,VTR,VRSN,VRSK,VZ,VRTX,VTRS,VICI,V,VST,VMC,WRB,GWW,WAB,WBA,WMT,DIS,WBD,WM,WAT,WEC,WFC,WELL,WST,WDC,WY,WMB,WTW,WYNN,XEL,XYL,YUM,ZBRA,ZBH,ZTS
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.048167474,-0.015702575,0.016500716,0.009232907,0.0467786,0.065518686,0.171392052,0.052353458,-0.030563198,0.056208739,-0.005670059,,-0.008494094,0.117161244,-0.005783879,0.006129704,0.037574025,0.032452845,0.014382364,0.027068845,0.024567721,0.00422517,0.026121694,0.068686376,0.033229903,0.042526114,0.036380304,-0.025256404,0.073774578,0.019351438,0.023114507,0.007372803,0.033878007,0.040673163,0.052147112,0.010679654,0.022985288,0.148564065,0.10208276,0.05787687,0.013943477,0.021920375,0.08850829,0.042381944,0.021014017,-0.008751079,0.045478777,0.051407247,0.014151536,-0.001639589,0.011367507,-0.021967154,0.00345179,-0.007046128,0.152627859,-0.018829982,0.057022785,0.020129472,0.0521081,0.088789765,0.007351774,-0.010273128,0.0157404,0.041321201,0.027772057,-0.105191144,0.078622687,0.035771874,0.045549161,0.127327213,-0.000600893,-0.001374059,0.048465757,0,0.087929004,-0.004908365,0.017566877,-0.01266903,0.11455805,-0.048856873,0.061198392,0.033227202,-0.080865127,-0.098601725,0.140610485,,0.082900508,0.020382828,0.012195961,0.074886012,0.060611008,-0.01951086,-0.028362079,0.039689063,0.123106617,0.039769318,0.051703921,-0.035385429,0.032063098,0.038994427,0.028491769,0.027594583,0.004916998,0.022859269,-0.017749049,0.088670859,0.058485709,0.071100103,0.055902206,0.035822475,-0.009914506,0.025122308,0.044259281,-0.029538068,0.015039577,0.018573065,0.186005772,0.084918015,0.050082478,0.023806619,,0.026190494,0.02179778,0.009297703,-0.062557055,0.141784437,-0.023757424,-0.019645364,0.0980775,-0.140172432,0.063519516,0.014847509,-0.014308197,-0.013020104,0.05137673,-0.079618463,0.045422911,0.124585762,0.004043266,0.031002883,0.059806105,0.020415235,0.186386279,-0.037701782,0.203610762,-0.01000402,0.004679152,-0.008769936,0.028318434,-0.003489343,-0.001766723,0.038430934,0.038612762,-0.043921658,0.039459048,0.045640296,-0.004823994,0.011355994,0.024000148,0.020595754,0.033856562,0.091317019,-0.047562643,0.06435007,0.046317951,0.039558202,0.194787296,0.037575246,0.181382628,0.001463288,0.252055985,0.006242624,0.034283908,-0.049118842,-0.019492049,-0.036260862,0.059234736,0.020570502,0.037000769,0.029404283,0.035246726,0.067535704,0.05054031,-0.00405466,0.036570347,-0.041589545,0.036161671,0.018844304,0.04025876,-0.025289629,-0.055232887,0.00680463,0.018217818,0.013033986,0.027331615,-0.005247769,0.018987603,0.026490311,0.015697837,0.059500852,0.036633171,0.040594787,-0.054929164,0.152899633,-0.001331083,-0.039636049,-0.009760424,0.030140466,0.021218237,-0.029657555,0.004501036,0.016666517,0.017821164,-0.03361069,0.008061814,0.024231486,0.023199774,0.044618874,0.165793492,-0.01288361,0.03844623,0.069044492,-0.001938306,-0.031640062,-0.002794901,0.076018643,0.001895186,0.057879527,0.017342155,-0.009659153,-0.00375321,0.013024775,0.060605714,-0.005461172,0.023406267,0.011626491,0.074114512,0.012760281,0.000995005,0.008725424,0.05690049,0.037960104,0.030402025,-0.07264235,0.082964286,-0.078082931,0.036682032,-0.017202943,-0.08645459,0.004985987,0.042125128,0.011742125,-0.002951568,0.041680381,-0.013991645,0.058432655,-0.007783278,0.012227549,0.066277583,-0.038747074,-0.024541351,0.068300207,-0.049498362,0.057984301,-0.009713124,0.07134672,-0.064318114,0.043836935,-0.041109984,0.008874877,-0.042090801,0.079551551,-0.006613159,0.092589625,0.066250562,0.066658158,-0.0123964,-0.018108794,0.095828754,0.024410672,0.100238977,0.077609068,-0.064710728,0.126424322,0.032442497,0.023778882,0.011904619,0.001879505,0.032518065,0.020884862,0.026496503,0.032429274,0.037252515,0.17063418,0.001795276,-0.059852842,0.082704659,0.030905895,0.043989564,0.030934509,0.021763611,0.165011304,0.002836058,0.022605679,-0.041006796,0.018493466,0.043243829,0.017903135,0.030835779,0.102681446,0.041314817,0.112084574,0.131972109,0.04529433,-0.031224788,-0.039292786,-0.021453615,0.001402232,0.079883355,0.048344219,0.107916512,0.062353721,0.049726336,0.033144333,0.135958358,-0.036820106,-0.001171321,0.021947072,0.027397371,0.028316289,0.131510297,0.097826141,0.101746214,0.041208732,0.086472818,0.052551772,-0.018030466,0.003255827,-0.009324854,-0.018502338,0.088926184,0.000503337,-0.001419446,0.08643351,0.004356672,0.101055637,-0.00908924,0.068446752,-0.009447296,0.019375734,0.135537957,0.079165065,-0.056287789,,-0.023986963,0.000804108,,0.017736177,0.039375805,0.039958948,-0.012308274,-0.043531659,0.001481308,0.034272947,0.00618404,0.026963872,0.457104613,0.026045515,-0.021479572,0.037697665,0.041903038,0.031499819,0.040177109,0.054363831,-0.001814697,0.023267242,-0.009035085,-0.02632447,0.011940344,-0.00438363,-0.022323748,0.010822261,-0.021437496,0.115344059,-0.022334263,0.056014511,0.002252805,0.092043954,-0.004007965,0.014600934,-0.036333139,-0.021249321,0.017561005,0.031249952,0.011054657,0.038701513,0.045209776,0.040838266,-0.071288117,-0.01703816,0.002324563,0.112397901,0.033961869,-0.001534817,0.020688015,0.110497303,-0.003015916,0.028586848,-0.002543814,0.002624302,-0.001291257,0.22970508,-0.000822682,0.062798062,0.037899223,-0.063497618,0.055300702,0.034290785,0.053262156,0.009190567,0.010931542,0.024797582,0.127699447,-0.0313984,-0.013045919,0.061948976,-0.001655002,-0.013920121,0.008899892,0.002975134,0.11771119,0.031679655,0.038965529,0.013304537,0.066455022,0.091015365,0.267897153,0.067215686,-0.03546707,0.034782499,0.002804407,-0.006998075,0.013805115,-0.012519671,0.0016822,0.028620772,0.037691567,0.033945532,0.017557575,-0.012327012,0.004729709,-0.028095409,0.082442482,0.032900004,-0.050754381,-0.014676867,0.089644137,0.050416305,0.028460959,-0.010456549,-0.009775414,0.010170846,0.012611668,0.019256001,-0.012626846,0.070287523,0.03315798,0.020078736,-0.13343357,0.017187246,0.028867543,0.072864065,-0.008282152,-0.003368729,-0.002099105,-0.045850444,-0.006071553,0.009299319,0.052145658,0.047472317,-0.002664635,-0.022760642,0.022444607,0.261076836,0.023381881,0.044014231,0.027998221,0.158706896,0.03252569,0.016514122,0.004899275,0.017932573,0.030286237,0.098158037
2,-0.100668877,-0.10390438,0.003223355,-0.084933463,-0.025454655,0.064673652,0.024858251,-0.002010033,-0.02514183,-0.030191584,0.020862563,,0.080689991,0.105317612,0.016553549,-0.078626727,0.040665571,0.084795524,0.054157324,0.069725775,0.072706499,-0.031910981,0.087063803,-0.023062496,0.075462197,0.10274057,0.043216175,-0.01467299,0.012859317,0.108669168,-0.007023582,-0.024555319,-0.103787473,-0.078789267,-0.072109004,0.065731645,0.057420137,0.072293756,0.054009996,-0.049967096,-0.107191747,0.029610643,-0.034304296,0.098033447,0.082102622,-0.003967025,-0.037359211,0.046218495,0.072985931,0.010719911,-0.111935677,0.04090953,0.007750269,0.048171382,-0.154896546,0.116127999,-0.062770134,0.069824779,0.01487839,-0.029699859,-0.043460213,-0.093957483,0.056196728,0.091705262,-0.110272069,-0.022992507,-0.108670555,-0.209543579,-0.074082313,-0.019317775,-0.024583615,-0.031154236,0.137284634,-0.024006321,-0.088966177,0.047277536,-0.07039063,0.039648212,0.002347408,0.06763108,-0.020841837,-0.030220563,0.022139417,0.106878099,-0.143616036,,0.085257536,-0.110576753,0.026833268,-0.003915837,-0.086740288,-0.159356795,0.006351388,-0.000954311,-0.028969559,-0.156262874,0.011914162,-0.042262555,0.066751951,-0.110945088,0.035419388,-0.018817317,0.055010794,-0.059220485,0.003420341,0.036754896,-0.04149286,-0.068594539,-0.081999678,0.024554011,0.099121351,0.090229219,0.055104062,-0.010319381,0.071761001,-0.039581996,-0.038551385,-0.086114006,0.039018543,-0.007641505,,0.079678922,0.115680629,-0.083133006,0.095613825,-0.021650923,0.091409019,0.039466552,-0.190695088,0.22498499,0.063579124,0.055002762,-0.106113317,-0.087090985,0.049312702,0.068067284,0.064507584,0.079699527,0.130581519,-0.080754572,-0.050982638,-0.046853591,-0.160423866,0.100621715,-0.198793744,0.036710086,-0.114242033,-0.016476177,-0.074215876,0.047064165,-0.03882125,-0.012233109,-0.15823117,0.122274882,0.029445199,0.070387209,-0.202803773,-0.093322597,-0.002639415,-0.070617377,0.018747898,0.023801188,-0.057567866,0.003813649,-0.119214939,-0.060713572,0.206276367,0.097829524,-0.129536918,0.075320491,-0.444954143,0.069797214,0.010330689,0.033969073,0.003012312,0.036323993,-0.055098463,0.004818581,0.108619137,0.093634302,0.043869275,0.00286659,-0.063829737,0.057199189,-0.109773611,-0.125528048,0.066380728,0.073929787,-0.056021379,-0.020816268,-0.039393587,0.035531076,-0.067251082,-0.11400996,0.045061443,0.025771888,-0.038191914,-0.051613052,0.080554575,-0.019112457,0.000269696,-0.00192311,-0.016053402,-0.1539633,-0.000425262,0.043348426,0.116602796,0.113636295,0.029824039,-0.005160204,-0.025018443,-0.077917576,-0.112650915,-0.018268253,0.071801315,-0.009406119,-0.010453461,0.03401041,-0.100920163,-0.024518781,-0.035413168,-0.060956859,0.044095947,0.033273399,0.055722006,-0.149917348,-0.115006362,-0.028040699,0.025091005,0.051189923,-0.021355926,0.047661392,-0.107303991,-0.02664938,0.04646694,-0.031051418,-0.081252945,-0.091246549,0.040338187,0.072292051,-0.047383492,0.037835579,-0.020098097,-0.163192854,-0.037350033,0.133411196,0.068170492,0.080964474,0.022328448,-0.115743872,-0.017315936,0.070438612,-0.053066049,-0.037819589,0.050049967,0.00478937,0.01096159,-0.075783574,-0.059037141,0.026567096,0.030056984,0.020566215,-0.024915648,-0.050502217,-0.068615338,-0.013736267,-0.014507877,-0.066687906,-0.093929647,0.0492272,-0.067584753,-0.014170962,0.09358919,-0.06976492,-0.091192048,-0.073473685,0.118562791,0.036826694,0.024264958,0.061373825,-0.043357246,0.030197096,0.18946047,0.06246704,-0.041824336,-0.046313103,-0.0843136,0.099491344,-0.019813291,-0.029392124,0.033323267,-0.175910312,-0.007245664,-0.162739071,-0.095435742,-0.065759246,-0.075084039,0.004039218,-0.056644368,-0.009793802,0.058106702,-0.047375464,-0.033986118,0.082789626,0.031015074,0.022393374,-0.054141258,-0.016272826,-0.024720742,-0.045507305,-0.062638576,-0.069136802,-0.012829916,0.079454487,0.040573341,0.048568547,-0.034462619,-0.093743098,0.031168752,0.047156084,-0.036318278,0.047993694,0.08163091,0.022300718,-0.080685304,0.102786291,0.106979433,0.092336488,-0.142168681,0.066507984,0.040754322,-0.036775263,-0.037215684,0.107532336,-0.049452198,0.052801679,0.039379378,0.072528682,-0.07335927,0.08896134,-0.078068848,-0.071949611,-0.150140828,0.004802276,0.002247673,-0.000118949,-0.073381105,-0.016233652,0.034931377,-0.062850827,-0.050451172,-0.010571726,-0.010003821,,-0.034955336,-0.138927483,,0.015264859,-0.18680017,-0.04921789,0.008346854,0.201692206,0.052879739,-0.064094134,0.04642395,-0.049515006,0.399264167,-0.014674862,-0.179876024,0.086289392,-0.069410394,0.032583148,-0.102254866,0.020907474,-0.027566086,-0.002241885,0.11465685,0.048319965,-0.028589558,0.010644525,0.109894558,0.060820618,0.154234095,-0.089219672,-0.037142313,-0.025598044,0.036332763,-0.026072808,0.026236815,0.002937913,0.068243976,-0.016642949,-0.099978714,-0.084146768,0.065264189,0.0258114,-0.047579528,-0.054324585,0.144451185,0.077435776,-0.034176573,-0.117667964,0.075737263,0.120941895,0.035561383,-0.154795293,-0.031760053,0.067284076,0.198037696,-0.045498232,-0.106136019,-0.059739117,-0.004993516,-0.057674326,0.105180646,0.021841395,-0.038675262,-0.035145468,-0.03760326,-0.116065356,-0.011350282,0.006368473,0.164030001,-0.099972314,0.05969826,-0.039747517,0.009818924,0.102630788,0.018051124,-0.031678828,-0.106049442,-0.136260963,-0.038188641,0.053442571,-0.013096261,-0.032262858,0.555159857,-0.059552395,0.030289333,-0.035381141,-0.033082323,-0.00524431,0.006480987,0.214758054,-0.033077371,0.019908896,-0.084339536,0.078861424,-0.092376973,-0.096021595,0.220242138,0.02590992,0.058347177,-0.007577651,-0.15086836,-0.115667347,-0.186364543,-0.069673372,-0.042899237,-0.099732913,0.015974039,0.0802367,0.08977603,-0.031921539,0.036994776,0.065671627,0.06147622,0.058914436,-0.015325728,-0.016390126,0.064109954,-0.105902317,-0.050642774,-0.137550913,-0.032282697,-0.037968244,-0.106292036,0.072794921,-0.042199875,0.083052853,-0.12750936,0.038273435,0.037384227,0.031983572,-0.030251888,-0.113209012,0.049682297,-0.091524174,0.096826768,0.036425984,0.050034766,-0.064281232,-0.01031763,0.014053627
3,-0.059372402,-0.068508314,-0.112265634,0.072179646,-0.11657236,-0.017144214,-0.032340435,-0.151633165,-0.169090525,-0.066497043,-0.080013506,,-0.073272592,0.019556682,-0.06936261,-0.150719561,-0.110810345,-0.116283841,-0.112114028,-0.065278668,-0.066167908,-0.150641812,-0.06221372,-0.119924564,-0.037172414,-0.143542552,-0.150604382,-0.161161645,-0.021316883,-0.092070471,-0.145758848,-0.11477077,-0.075538047,-0.078315027,-0.006378281,-0.117158115,-0.053722945,-0.084833574,-0.116797723,0.002241577,-0.078782897,-0.08446557,-0.158847163,-0.135309401,-0.049527201,-0.076363449,-0.047132475,-0.117747574,-0.030327666,-0.097147047,-0.024055685,-0.07429971,-0.127628892,0.007290785,-0.251124983,-0.023828882,-0.131891744,-0.064447422,-0.135765676,-0.106742143,-0.100395405,0.147070886,-0.122006202,-0.118388635,-0.103063798,-0.13560812,-0.073688251,-0.078448527,-0.106997842,-0.055171254,-0.106632629,-0.124129234,-0.04209351,-0.084274202,-0.104520199,-0.100523151,-0.04597091,-0.082790198,-0.160588803,-0.057369218,-0.060799443,-0.115631232,0.017770125,-0.100267964,-0.231334737,,-0.156628477,-0.047495565,-0.074825578,-0.080425879,-0.124415523,-0.094299582,-0.014492898,-0.155866911,-0.130664632,-0.084906005,0.006404486,-0.105378618,-0.046940841,-0.128803637,-0.107503798,-0.045792594,-0.063325358,-0.049069583,-0.111577187,-0.043839934,-0.125004352,-0.141502908,-0.141155099,0.020173498,-0.084243262,-0.118085159,-0.084075426,-0.007331243,-0.078611741,-0.059482297,-0.18401138,-0.185259937,-0.161489308,-0.084545937,,-0.064264979,-0.167356553,-0.106032234,-0.156837867,-0.059474259,0.022358673,-0.079798578,-0.004906522,-0.023735485,-0.043713249,-0.077154759,-0.054260059,-0.121507297,-0.101261717,-0.156063807,-0.028170777,-0.034929697,-0.089623348,-0.013242449,-0.170391631,-0.172407699,-0.25230207,0.146417445,-0.166666836,-0.023416507,-0.127112986,-0.0182509,-0.046399459,-0.088279665,0.204827013,-0.097584525,-0.122856626,-0.100168908,-0.157906533,-0.060739641,-0.161781977,-0.136943888,-0.039695025,0.032181299,-0.079853188,-0.122273155,-0.06831622,-0.060693041,-0.030872715,-0.104983879,0.553616767,-0.111085768,-0.129464496,-0.021653381,-0.029752183,-0.052435071,-0.028708169,-0.096052194,-0.136631356,-0.085227026,-0.059233146,-0.103735007,-0.094373679,-0.064690527,-0.094137406,-0.090640757,-0.035870893,-0.093241576,-0.171925177,-0.017769454,-0.070322652,-0.065485376,-0.012042139,-0.069428975,-0.023990403,-0.027425999,-0.142355015,-0.076845527,-0.12325264,-0.077986679,-0.026048423,-0.19746406,-0.115291253,-0.077005248,-0.170981693,-0.161849704,-0.139920877,-0.099374404,-0.088293218,-0.195235724,-0.126104633,-0.330401259,-0.00579205,-0.084633362,-0.052902776,-0.086552815,-0.067649954,0.097468517,-0.05873607,-0.109797001,0.041214169,-0.155541638,-0.222375198,-0.157388596,-0.236703845,-0.084942162,-0.120866773,-0.116042987,-0.072050147,-0.006894187,-0.081837891,-0.098330299,-0.119581492,-0.0449801,-0.063791693,-0.115128921,-0.113831107,-0.020033324,-0.024859199,-0.069747768,-0.049250775,-0.09579947,-0.212528942,-0.094482826,-0.094121947,-0.060883416,-0.041147241,0.032024141,-0.071367804,-0.020975017,-0.131550196,-0.105474285,-0.086415912,-0.092337581,-0.059030779,-0.049977251,-0.046125303,-0.167630142,-0.088337939,-0.101513652,-0.037962715,-0.106457841,-0.175880749,0.014711925,-4.88E-05,-0.096661422,-0.073003748,-0.117139563,-0.074978583,-0.113472998,-0.017693037,-0.126135616,0.019034351,-0.084124622,-0.089238647,-0.070609499,-0.103448202,-0.072583387,-0.151712183,0.047282204,-0.106627986,0.001653487,-0.016028966,-0.046022973,-0.107181029,0.021698137,-0.088985933,-0.096749096,-0.059666205,-0.108421403,-0.09513613,-0.136060145,-0.113119379,-0.079050509,-0.091816683,-0.082198916,-0.166983324,-0.271767921,-0.129908209,-0.084279299,-0.114665121,-0.061481291,-0.137490489,-0.127990936,-0.080087369,-0.169010496,-0.105160112,-0.09253628,-0.019283627,-0.127945237,-0.103932571,-0.04675345,-0.140615398,-0.073271852,-0.209272333,-0.069450016,-0.009982923,-0.048287726,-0.050832278,0.264261337,-0.079966523,-0.003415452,-0.107412757,-0.079818916,-0.073202213,-0.062912894,-0.06526728,-0.132691762,-0.141633008,-0.063955027,0.033730236,-0.119440105,-0.118294793,0.069373215,-0.009542873,-0.11306901,-0.109520478,-0.057569044,-0.071858917,-0.07813024,-0.13952405,-0.124201607,-0.102750238,-0.122086547,-0.308078006,-0.092429123,-0.129290209,0.142283161,-0.03924318,-0.103815242,-0.092046305,-0.175729834,-0.01238369,-0.080068862,-0.193952477,-0.097798459,-0.052809441,,-0.098504207,-0.053576886,,-0.213646828,-0.278933475,-0.055802436,-0.090240894,-0.111610594,-0.051804386,-0.078692239,-0.07034222,-0.093410794,0.019066349,-0.010036249,-0.180694127,-0.076619822,-0.142709532,-0.038029937,-0.128421202,-0.170765294,-0.161661765,-0.085999472,-0.064259784,-0.092592409,-0.171425484,-0.133276987,-0.091073141,-0.065427074,-0.099663799,-0.049877184,-0.026053696,-0.082171194,-0.036878201,-0.070396566,-0.085311338,-0.130559123,-0.074044467,-0.074145693,0.315529396,-0.131663324,-0.050394232,-6.31E-05,-0.064668071,-0.042575443,-0.013438834,-0.077189585,-0.030394728,-0.313204551,-0.094712938,-0.06532829,0.062229542,-0.191584384,-0.158624217,-0.129855507,-0.035892778,-0.072245669,-0.075628975,-0.114626693,-0.005984012,-0.09321534,-0.142613653,-0.159876484,-0.098098284,-0.075444859,-0.099431538,-0.108768548,0.052624569,-0.095443971,-0.092274641,-0.102129002,-0.064944764,-0.184289286,0.138527692,-0.116228758,-0.137676477,-0.090027218,-0.090579029,-0.0698931,-0.100998055,-0.075987483,-0.098220876,-0.109562034,0.026776469,-0.047123835,-0.116046095,-0.071490239,0.012872752,-0.047767668,-0.03144943,-0.132865944,-0.08972801,-0.071495787,-0.105293627,-0.031914196,-0.179111666,-0.127395861,-0.06668509,-0.054084727,-0.040386724,-0.109296719,-0.17660431,-0.125869431,-0.023657077,-0.064195177,-0.097513036,-0.214209503,-0.070688012,-0.08835399,-0.045300837,-0.079346745,-0.013301054,-0.197478951,-0.064925437,-0.086495647,-0.146092672,-0.150886178,-0.086903215,-0.083027639,-0.069862082,-0.100098421,-0.059481152,-0.149374571,-0.121667787,-0.089482351,-0.129138901,-0.07568293,-0.12973998,-0.118831906,-0.033581024,-0.145020394,-0.102590731,-0.0792652,-0.104311376,-0.144102803,-0.099291948,-0.052902259,-0.156188045,-0.117354207,-0.079445728,-0.005866824
